Last Name,First Name,Credit Card Number,Security,Expiration
Donald,Caplinger,5472280534484890,224,01-04-2009
Michael,Adams,4716419109117750,714,01-05-2008
Christina,Thomas,4532647452996960,956,01-07-2009
Jordan,Lape,5248640929087040,513,01-12-2009
Linda,Allen,5220871349220560,274,01-11-2010
Robin,Hornbeck,4532043841006840,974,01-08-2009
Clinton,Jackson,4916749000286010,650,01-03-2007
Andrew,Hoy,5224753296406370,404,01-12-2007
Donald,Spence,4556480455569530,911,01-02-2010
Robert,Dubuque,4532960804886200,624,01-08-2008
Ellen,Hernandez,4916956462826840,217,01-02-2008
Carole,Spitzer,4916147437855960,136,01-08-2007
Loni,Vazquez,5560815588228640,98,01-04-2011
Howard,Martin,4916809063982180,549,01-10-2010
George,Gamble,5579284492092120,520,01-05-2009
Billy,Lynch,4532129730551760,518,01-10-2010
James,Webb,5569485229341780,337,01-07-2010
Beau,Nipp,5114776900509530,619,01-12-2011
Catherine,Lawson,5354039050866180,844,01-07-2008
Alexander,Rodriguez,5284845472192070,674,01-09-2011
Joel,Amedee,5139278051934380,477,01-09-2007
Aaron,Arthur,4716063195680020,213,01-01-2011
Denice,Schwartz,5452444653917440,656,01-09-2010
Larry,Chavez,5378723255988960,386,01-08-2010
Mai,Schlichting,5572510695952050,748,01-04-2008
Karen,Sinclair,4539801603351810,833,01-07-2008
Walter,Hacker,4929556733103870,492,01-11-2009
Thomas,Beegle,5414088955262420,227,01-01-2010
Anne,Armstrong,5395776487150420,309,01-12-2007
Christina,Adkins,5368432202309240,160,01-03-2009
James,Walls,5313242969401730,501,01-03-2011
Justin,Shaw,5531389587765180,675,01-07-2011
John,Green,5135599213254660,366,01-10-2011
Jimmy,Harrington,5415297075003280,262,01-02-2011
Tamara,Streetman,5518464485570860,732,01-10-2010
Robert,Graham,4916165920293180,694,01-07-2009
Deborah,Walker,4556103656378850,75,01-04-2007
Julie,Holloway,5170974854328340,94,01-04-2011
Elaine,Neff,5487828275624060,548,01-04-2011
Ernestine,Coulter,5287597961202510,35,01-08-2009
Jack,Hernandez,4929273441109010,479,01-02-2008
Arthur,Wilbanks,5206252938852450,396,01-12-2007
Gustavo,Melchior,4916845568664980,591,01-07-2010
Amanda,Burroughs,5299882576708810,174,01-01-2010
Susan,Yarbrough,5485577831002670,133,01-07-2009
Julie,Rodriguez,5230901728383430,691,01-04-2011
Tena,Eaton,4556537349065520,156,01-10-2010
Barbara,Scott,5125666461791910,110,01-08-2009
Donald,Hogan,5194062278978640,81,01-04-2009
Rosa,Allen,4539665911510600,935,01-10-2007
David,Randall,5195800320656900,342,01-06-2010
Michael,Dejesus,4539032602881650,451,01-08-2008
Rachel,Kyle,5487471393820170,980,01-10-2011
Robert,Moore,4929297556027440,597,01-10-2009
Tina,Kirschner,4532721956009110,119,01-06-2007
Sasha,Gustafson,5274465195261030,678,01-05-2007
Johnnie,Huizenga,4532930073851340,603,01-05-2007
John,Wilson,4716979865327240,941,01-06-2008
Beatrice,Gardner,5575844198497180,206,01-05-2011
Jenna,Diaz,4485878650287210,924,01-09-2010
Robert,Comer,5291456533248760,491,01-08-2011
Richard,Slone,4556864228786920,333,01-09-2007
Maximo,Allen,4485732084114470,246,01-03-2011
Trudy,Adams,5454171122035790,462,01-01-2010
James,Jasper,5345313263208710,462,01-06-2008
Patricia,Grund,4485030364467670,138,01-07-2008
Percy,Pena,4716390130130610,113,01-08-2010
Joel,Mueller,4485527742672860,241,01-09-2010
Ashley,Jeffrey,5508565211829420,892,01-11-2007
Derick,Tilman,5517495964740130,727,01-04-2009
Tracy,Okelly,5441179805269910,992,01-04-2011
Kristen,Jessie,5244688605716250,218,01-03-2011
Robert,Hilderbrand,5508039215804040,785,01-06-2007
Janelle,Hinton,5502474364921580,122,01-08-2008
Anne,Cohen,5168769307040910,431,01-06-2011
Jason,Neidig,5579221145198070,962,01-11-2008
Palma,Blackford,4716809384187510,452,01-08-2009
Mitchell,Franklin,4929946446458330,376,01-09-2010
Brian,Callas,5441373751165110,350,01-01-2008
Gary,Watson,5235907024413130,985,01-04-2010
Amy,Lucia,5559382209894140,538,01-03-2008
Melvin,Echeverria,5225469525235790,911,01-12-2011
Madison,Haughton,5438292082564090,550,01-09-2010
Sherry,Montgomery,4532679947331180,71,01-04-2011
Betty,Prestridge,4916309592834070,555,01-01-2007
Laura,Golden,5547654030733000,670,01-02-2008
Paul,Barnes,5586425693677600,672,01-02-2010
Karen,Ling,5472602676156000,807,01-09-2008
Bernice,Rutledge,5292076717400130,769,01-04-2008
Walter,Hale,4485922864109020,578,01-01-2007
Farrah,Ong,4485998594243710,837,01-11-2008
George,Schwing,4916063769694830,350,01-03-2011
Roger,Hart,4485163514203160,395,01-05-2011
Renee,Lavender,5404773980052100,837,01-08-2009
Rebecca,Garnica,4539757125755920,704,01-04-2011
Lynn,Deville,4929235800850480,948,01-06-2008
Carlos,Taylor,5290901243731290,46,01-04-2009
Marion,Lopez,4539596172158860,327,01-07-2007
Sharyn,Ross,4485780588884640,534,01-03-2009
Patricia,Hamilton,5316262968748960,366,01-08-2007
Helen,Lucas,4916873123741660,974,01-09-2008
Robert,Austin,5106557301142110,751,01-05-2010
Robert,Barnett,5448923043968020,438,01-08-2009
David,Fontenot,4929792823371650,200,01-05-2009
Calvin,Spoon,4532633960183850,974,01-02-2008
Harriet,Cooley,4929570204368600,481,01-06-2007
Lisa,Bush,4556688756261030,732,01-03-2007
Danny,Davis,5558627445737390,204,01-09-2011
Susan,Weber,5536308541643000,917,01-04-2008
Andrew,Lopez,5271905367222180,636,01-12-2010
Sharon,Higgins,4539156847905550,839,01-10-2007
Eloise,Elliott,5405108120732290,350,01-03-2009
Samantha,Mills,4929760757222230,393,01-11-2008
Amanda,Hall,4485784831944110,831,01-01-2008
Elsie,Humphrey,5280343693815460,808,01-12-2008
Nicole,Fleming,5412074572569160,347,01-10-2007
Ronald,Smith,5111770792930490,906,01-06-2008
Leanna,Warriner,4485283717332550,813,01-02-2009
Lawrence,Cox,5532628385435920,893,01-08-2010
Thomas,Knudsen,4929342820031230,203,01-05-2009
Ronald,Summers,4485271482744530,475,01-10-2008
Lauri,Haney,5384685236998320,119,01-05-2008
Michael,Mitchell,4929295508912200,288,01-06-2008
Elizabeth,Wood,4556462330652370,774,01-08-2008
Cynthia,Goree,4539333208926990,488,01-06-2010
Marta,Guillot,5153924095502810,992,01-01-2007
Henry,Engel,5420870568198000,545,01-08-2011
Alan,Trice,5563525905278560,97,01-08-2011
Alma,Fobbs,5317604766169730,668,01-10-2011
Scott,Gaines,4929725661316310,685,01-08-2011
Charles,Lafferty,4532441352402760,731,01-05-2008
Miguel,Hull,4485642307418450,18,01-10-2010
Shirley,Bullington,4539898178266420,792,01-12-2011
Kristina,Cobb,4556603846367800,85,01-03-2009
William,Metz,4556774371788170,669,01-02-2008
David,Strothers,5424572854747320,646,01-11-2010
Beatrice,Tolson,4929452645444090,934,01-01-2011
Duane,Lemaster,5161676660448050,332,01-10-2010
Queen,Demers,4539726907094520,557,01-12-2010
David,Stepp,4716752565266910,659,01-08-2009
Linda,Alvarez,4716138075897800,181,01-05-2008
Joy,Green,4532819961683570,998,01-11-2011
James,Pye,4556189702960390,104,01-11-2008
Oscar,Pierce,4556833745987630,851,01-12-2010
Sherry,Walls,5108235150360260,89,01-02-2010
Cory,Hailey,4532782445503350,763,01-07-2007
Kenneth,Jurado,4532226836672690,159,01-12-2009
John,Crites,5593566433685010,740,01-10-2008
Tina,Moore,4916414556650920,579,01-01-2009
Roxanne,Waters,4716624009204570,452,01-01-2007
Brian,Craft,5211990833677770,180,01-07-2009
Ernest,Harrison,4916548341492410,873,01-12-2009
Mary,Chivers,5181975718047400,604,01-09-2011
Blair,Rose,5183962423369320,129,01-05-2011
Cynthia,Renda,5378270601313000,159,01-08-2009
Jesse,Yost,5192708485397550,205,01-08-2010
Stacey,Rowe,4539393888628200,846,01-08-2008
Theresa,Oconnor,5305014513797610,535,01-12-2010
Steve,Calton,4485262760077540,509,01-11-2008
Alfredo,Schmidt,5166493743347250,798,01-06-2010
Melissa,Kelly,5511059761432980,814,01-01-2009
Jonathan,Smith,4716288596378640,235,01-01-2008
Dianne,Tennant,4532150573760920,391,01-03-2007
James,Cantu,4916126919960230,403,01-02-2009
Fay,Sands,5508624931638520,537,01-02-2009
Deborah,Doctor,5153865375603700,940,01-04-2009
Emmitt,Shade,5484400266145320,855,01-12-2009
Cynthia,Jones,4539211946432920,936,01-03-2010
Marion,Vogt,4556033019871760,235,01-12-2008
Ellen,Stalter,4916820530407520,275,01-01-2007
Terry,Vanlandingham,4929984242745910,465,01-08-2010
Shirley,Turner,4485853633389170,817,01-11-2007
Arthur,Moore,5286993398210340,221,01-04-2011
Brandon,Gutierrez,4556869566451140,952,01-11-2010
Mary,Scoggins,4929571880028260,421,01-09-2011
Lucy,Wirth,4556491293968530,310,01-12-2009
Mark,Wynn,5124769843047940,115,01-01-2009
John,Rushing,5323936167798890,668,01-08-2008
Rosalyn,Ford,4539765117282470,553,01-11-2007
Geraldine,Mccarthy,4539165433004080,809,01-01-2009
Anna,Ratliff,5500801933875180,898,01-02-2011
Carrie,Rogers,4929310611292150,400,01-10-2007
James,Bates,4556103006240300,347,01-02-2011
Evelyn,Roller,5319018247553410,293,01-02-2010
Catherine,Pettitt,4916334842131770,793,01-05-2010
Helen,Jones,5183580434220210,113,01-05-2008
Samuel,Peters,5599385221430330,60,01-07-2011
Peter,Duke,5214062451475230,25,01-11-2009
Faith,Mccrea,5321787204200040,787,01-03-2011
Leigh,Wood,5409207591646510,205,01-02-2010
Michael,Moeller,5322084150756350,416,01-01-2010
Elizabeth,Meltzer,5275087887049260,610,01-03-2009
Nelson,Mcginnis,5321680678609900,608,01-06-2009
Beau,Barros,4539601924929930,657,01-09-2011
Carol,Siefert,4716649721216510,336,01-09-2009
Deborah,Herring,4485099537185020,352,01-02-2008
Vincent,Eberhardt,4929755070275790,968,01-02-2011
John,Crosslin,5105241655710210,820,01-01-2009
Sandra,Showers,4716861019368950,703,01-11-2007
Virgil,Roby,5473973404356990,39,01-11-2008
Eddy,Abraham,5448784882499970,812,01-10-2007
Phyllis,Robertson,4556319319237590,735,01-09-2010
Teresa,Chamberlain,4916724689875920,572,01-07-2010
Betty,Fleming,4532816824016860,387,01-03-2007
Dean,Paradiso,4556111276747350,822,01-06-2007
Alexander,Durso,5428761130927120,420,01-06-2010
Harold,Scott,5410706126623180,753,01-10-2008
Kathleen,Proctor,4539940254258720,778,01-05-2007
Billie,Ferry,5278985467985850,965,01-01-2007
Santos,Smith,4539606419031640,793,01-03-2010
Kimberly,Lucas,4539279066108230,395,01-01-2010
Dale,Holland,4916620410366890,355,01-04-2008
Joseph,Jacks,4532147987211860,122,01-12-2007
Traci,Knopp,5577714082482350,23,01-08-2007
Johnny,Lindsey,5264581251723620,691,01-04-2007
Carolyn,Gaskin,4532341901682910,193,01-08-2009
Gerry,Rogers,5325968878254300,429,01-06-2010
Brian,Donovan,5375268229719210,436,01-12-2008
Randi,Bargas,5224462680162250,280,01-11-2009
Nicole,Bourne,4485115642192930,613,01-12-2008
Victoria,Vaughn,5166011580613990,41,01-05-2009
Andrea,Prince,5508464047244250,254,01-10-2010
Christine,Whitehorn,5483705639435190,649,01-02-2007
Larry,Green,4532846618217520,237,01-03-2008
Connie,Acevedo,5426321224849760,729,01-03-2011
Lois,Himes,4556841242525600,313,01-06-2009
John,Johnson,5132148988763020,619,01-06-2011
Myrtle,Smith,4539863144309820,918,01-12-2011
Richard,Evans,5543480123318490,450,01-12-2007
Nicole,Pierre,4556943656863400,729,01-01-2007
Teresa,Bennett,5393377971029020,856,01-01-2008
Vincent,Winfrey,4532514899348580,449,01-07-2010
Mary,Mitchell,5283344756006090,17,01-01-2008
Patricia,Clark,4716899098068460,749,01-07-2008
Derek,Frazier,4532664026995950,692,01-04-2010
Rose,Morey,4485969015632450,309,01-04-2007
Laura,Call,4929563409501470,344,01-02-2007
Sandra,Mercer,5513753605482220,206,01-02-2010
Charles,Carreiro,5284313331420980,559,01-02-2010
Jack,Blankenship,4485771223652180,147,01-06-2008
Gwendolyn,Galicia,4532809865111660,938,01-10-2009
Maria,Novak,5458366861274410,544,01-01-2010
Christine,Delacruz,4716682916023970,357,01-02-2008
Heather,Gonzalez,4929186407727620,766,01-11-2007
Martha,Cason,5139596519484360,927,01-03-2009
Harriet,Gann,5201845278345170,391,01-02-2008
Rosemarie,Henderson,5577287831614590,824,01-10-2010
Donald,Hamilton,4929475672140180,392,01-05-2008
Haydee,Daigle,5253333423155830,830,01-04-2010
John,Tomita,4929472026507520,41,01-06-2009
Wayne,Chappel,4916102020272830,147,01-09-2010
Lavern,Gallagher,4929271688237280,738,01-02-2007
Karl,Buxton,5152912358661270,477,01-03-2010
Neil,Unger,4539839762250470,411,01-07-2007
Ann,Heiser,4539429844527110,101,01-04-2009
Susan,Davis,4485910491942560,314,01-09-2008
Marsha,Ellis,5286546416426550,767,01-02-2008
Amy,Noel,4485391142876560,569,01-11-2007
Ronald,Isbell,5568011161637140,313,01-12-2011
Maryanne,Vaughn,4716511962636750,342,01-12-2009
Margaret,Spencer,4485241462213630,459,01-04-2008
Tony,Varnado,4916119258836550,950,01-09-2007
Anastacia,Mccann,5355781659096440,422,01-05-2008
Charles,Kloss,5590634339165190,499,01-09-2010
Kim,Hudson,4485423004389950,114,01-01-2007
Stephen,Rodriguez,4539520624212790,665,01-01-2011
Evelyn,Hammons,4929766899414040,662,01-06-2008
Paul,Lawson,4929573925959140,319,01-10-2010
Sherry,Volkert,5529636914815740,196,01-05-2007
Derrick,Dixon,4916236551086450,746,01-12-2007
Charlene,Baker,4929280048295890,388,01-10-2008
Christopher,Collins,4539315552277550,589,01-12-2010
Josette,Defelice,4539021810565600,77,01-11-2009
Kathleen,Wang,5539985743571090,833,01-01-2010
Patricia,Hunter,5235113517160960,564,01-07-2010
Brent,Garrity,4716865959716520,216,01-09-2007
Joseph,Oakes,5458418933443940,959,01-08-2008
Patricia,Stockard,4539297693944140,322,01-04-2011
Erna,Morton,5282398356709530,999,01-11-2009
Denver,Darnell,4916505019668280,243,01-05-2009
Paul,Riley,5551095009091080,904,01-01-2009
Richard,Medrano,5280022891006980,707,01-01-2009
Cynthia,Locklear,5482338582161430,85,01-08-2008
Sheila,Mcgary,4916464202282230,355,01-02-2009
Andrew,Henderson,4916014345222650,511,01-05-2007
Amy,Lira,5268141530788690,22,01-07-2011
Sherry,Tanner,4485790503516210,772,01-04-2009
John,Taylor,5162385999827400,684,01-04-2010
Mickey,Alley,5538398191671670,603,01-05-2010
Quinn,Morris,4716328620740980,79,01-09-2011
Viola,Hawkins,4916017901865200,920,01-08-2009
Brandon,Rainey,5501273936651240,308,01-04-2009
Gloria,Staten,4539003796385300,788,01-10-2011
Micheal,Marshall,5491452150982730,793,01-02-2010
Stacey,Payne,4556685589707720,203,01-06-2007
Mattie,Chappell,4556691183157660,233,01-02-2009
Jeff,Kim,5277075701236180,868,01-12-2010
Christy,Tamura,4539355539323150,918,01-02-2007
Sheila,Payne,5327594456203730,182,01-06-2008
Carlita,Savell,4539449100440600,726,01-12-2008
Joseph,Reimer,4556763879868410,443,01-09-2008
Katherine,Mcdonald,5468085020649350,253,01-08-2009
Donald,Payne,4485378545132730,637,01-10-2011
Marion,Godwin,5315497701254430,144,01-12-2008
Carl,Ellis,4485320404509300,565,01-12-2008
Joseph,Mathison,5158996275388370,389,01-06-2008
Larry,Hickman,4556954658409250,457,01-12-2007
Rudolph,Adams,5209714975462170,447,01-10-2011
Nathan,Marshburn,4485561440146820,578,01-07-2009
Charles,Walsh,5590085903628180,140,01-10-2011
Krystal,Strickland,5129417376241440,370,01-06-2011
Michelle,Rodriguez,4716122602181600,318,01-07-2009
Barbara,Harris,4916375099589160,273,01-03-2007
Eleanor,Trevino,5183365304271870,125,01-04-2007
Heather,Rivera,5311720073130290,234,01-02-2011
John,Clark,4716828013322920,358,01-03-2008
Pedro,Parrish,4556752050728160,885,01-09-2010
Aaron,Murray,4716169242704470,479,01-08-2009
Cathy,Kearney,4916375136406860,896,01-09-2008
Jim,Brown,5193667050079670,661,01-04-2010
Shawna,Vazquez,5515703423853870,520,01-02-2008
Marisa,Horton,5591673728013670,732,01-04-2010
Paul,Reynolds,4539573692446290,673,01-08-2011
Kathleen,Haynes,4532339616550130,26,01-07-2010
Edwin,Schipper,4556173374987840,187,01-07-2008
Cinda,Pauly,4532332660283020,904,01-11-2011
Adam,Bowerman,5593972060560930,279,01-02-2009
Thomas,Walker,5339622177866710,731,01-05-2007
Nicolette,Dunn,5509424886501520,759,01-08-2010
Michael,Sanders,5393820525784970,984,01-12-2007
Lorraine,Miles,4556413922444120,168,01-07-2009
Denis,Balderas,5231843571640710,970,01-04-2011
Lawrence,Warfel,4532295686134340,255,01-11-2010
Charles,Velasquez,4916103288847890,174,01-07-2008
Jordan,Smith,4539842933907930,961,01-03-2009
James,Williams,4716695166884930,581,01-09-2011
Rafael,Williams,4716223163008850,747,01-09-2009
Jose,Krall,5353008890671720,95,01-07-2007
Glynda,Brace,4916945364718180,163,01-05-2011
Terry,Morrell,5437891366489010,789,01-07-2009
Ashley,Weekes,5117725488028680,565,01-05-2007
David,Rudolph,4532399787321230,879,01-06-2011
Joseph,Lopez,4929121167447390,100,01-02-2011
Diana,Jones,5377733585830560,829,01-10-2007
Douglas,Vazquez,4556130313912800,407,01-12-2007
William,Rodriguez,4916883257821380,956,01-11-2011
Laurence,Echols,4532163359265180,130,01-08-2007
Bruce,Williams,5586134098223500,422,01-02-2008
Thomas,Olson,5545121328486700,387,01-08-2007
James,Brown,4556951868167040,503,01-02-2010
Sarah,Davis,5545758743949530,253,01-11-2007
Irene,Noda,5445709297724590,880,01-05-2009
Jamison,Harris,5134030120078970,62,01-12-2007
Robert,Debnam,5568107842509210,741,01-09-2009
Deborah,Sullivan,4556942761148740,300,01-07-2010
Kristy,Wilson,5284578115718680,912,01-12-2010
Barbara,Bencomo,4556823147504070,281,01-12-2010
Marilyn,Washington,4485811349014970,630,01-01-2010
Hannah,Sax,4716779168735620,940,01-11-2010
Armando,Bernal,5107615384447910,860,01-01-2011
Anthony,Thomas,5492422899250000,228,01-11-2007
Dale,Rodriguez,4916776748660210,221,01-12-2009
Juan,Stiffler,5346775619993270,480,01-09-2009
James,Garrett,5512902479519400,149,01-06-2010
Thomas,Conkle,5491837592391380,564,01-03-2008
Wesley,Phillips,4916625516398180,788,01-04-2007
Charles,Beltran,5134119045343460,555,01-02-2009
Veronica,George,4929977400971910,898,01-03-2009
Camille,Rogers,4716299496715970,826,01-04-2007
Lewis,Medina,5471089173481010,542,01-05-2011
Nellie,Ruiz,5580340603265440,261,01-07-2010
Norbert,Jones,5436413716962380,658,01-10-2011
Stephanie,Byrd,5163526368977950,310,01-03-2009
Doug,Taylor,5556152289615040,772,01-07-2008
Ruby,Smalling,4539567397305160,134,01-03-2011
Kenny,Maker,4532475008136360,77,01-06-2010
Margaret,Herring,5299426757758230,33,01-06-2010
Jaime,Rendon,5449637809431410,4,01-05-2007
Jana,Jefferson,4556315659649560,218,01-01-2010
Jonathon,Bullen,4556627864713230,477,01-11-2011
Bertha,Bay,4539826773252010,193,01-05-2011
George,Shuler,4532114008986140,317,01-03-2008
Charles,Hart,5236354140996670,990,01-09-2007
Vivian,Villegas,5338059393901910,645,01-04-2007
Frances,Dall,4485321791842380,470,01-03-2011
Martha,Delgado,4916407048828360,185,01-10-2008
Ryan,Myers,5221869647101480,574,01-02-2007
Edwina,Ramirez,5260660496502480,970,01-08-2010
Edna,Ybanez,4716391111218290,630,01-06-2010
Christopher,Lockhart,5411288459361950,59,01-04-2007
Clyde,Orlando,4532058546203030,484,01-05-2011
Haydee,Paulino,4929345610726160,461,01-10-2008
Ruth,Hill,4556850430545990,783,01-04-2007
Margaret,Kirkley,5393429416894070,27,01-02-2010
Russell,King,5249700967200220,488,01-08-2008
John,Love,5558642322130020,813,01-06-2008
Charles,Henderson,5536940866730140,180,01-10-2009
April,Bond,5389449395683040,898,01-11-2011
Jason,Elkin,5557909042323810,298,01-01-2008
Marshall,Halpern,5521451681715920,348,01-10-2009
Maria,Jones,5155531412893780,432,01-08-2009
Manuel,Eckstein,4532709170693320,319,01-04-2009
Roberta,Shaw,4485266939840360,49,01-06-2007
Darius,Stevenson,5226326070361250,414,01-07-2010
Genevieve,Kemp,4485243012692360,738,01-05-2008
Kevin,Mcnary,4556983148010410,665,01-07-2008
Senaida,Anderson,4916697408847070,819,01-10-2009
Debby,Mcgraw,5410269165979750,648,01-04-2008
Lorraine,Hughes,4485839606773070,621,01-09-2009
Gwen,Passmore,5395245535603550,249,01-05-2010
Sheri,Norman,5411234795815020,544,01-12-2009
Rick,Morse,4929133501334350,953,01-12-2009
Lois,Galvin,4916868952805630,963,01-04-2010
Kenneth,Leavitt,5474355374385270,801,01-08-2008
Evelyn,Wilson,5509865564464220,940,01-06-2009
Carlos,Forbes,4716053297979530,39,01-06-2010
Misty,Dennis,4556137588609600,501,01-04-2010
Betty,Begay,5371531464347560,445,01-12-2008
Troy,Stroh,4532316053903740,698,01-10-2010
Janet,Martin,4485519312257040,47,01-04-2010
Clyde,Morrow,5248857303977190,487,01-02-2009
Crystal,Schaefer,4485966758046000,991,01-05-2008
Amy,Mccullough,5342874641835250,445,01-05-2009
Patricia,Bowles,4716198766148280,12,01-04-2011
Judith,Malone,5580819308919170,906,01-09-2009
Judith,Harris,4716417676869210,388,01-05-2011
Steve,Richey,4532958935083320,304,01-04-2007
Elizabeth,Palmer,4929170467934300,338,01-10-2009
Shirley,Betz,4485128912158350,965,01-07-2011
Grant,Whittemore,5424671372581850,343,01-04-2010
Kathleen,Spradlin,4716329505366540,484,01-03-2011
David,Tremblay,5110690943831460,209,01-09-2010
Karen,Schlosser,5395468849575120,977,01-04-2010
Beatrice,Chaisson,5157048312824340,268,01-05-2009
Patricia,Caton,5163764992152530,723,01-09-2007
Thomas,Larry,5521155735269700,84,01-03-2007
Tabatha,Allen,5389861226499130,205,01-12-2010
Clarence,Bailey,4556713106414890,464,01-06-2008
Trang,Jefferson,4532616428378980,591,01-03-2008
Jerilyn,Beck,4556729395172130,574,01-05-2009
Thelma,Earl,5140243555699720,414,01-07-2007
Charles,Waite,5541743271784700,488,01-12-2008
Kyle,Whelchel,4539919125268730,653,01-10-2011
Debbie,Pereira,5242570621344880,308,01-07-2010
Davis,Darrington,5204967959805070,452,01-10-2007
Tamara,Martin,5463079723419660,658,01-09-2009
Carmen,Boyd,4539311072100300,485,01-04-2007
